Nro.	Modular	Estante	Cod	Modulo_Estanteria	Fila	Materia	Titulo	Autor	Idioma	Tipo	Pais de Origen	Editorial	Fecha_edicion	Edicion	Nro_ejemplares	Estado Fisico	Observaciones
1624	2M-5E		L 25	F	F9		Contratos petroleros, primera-quinta licitaciones	Ministerio de Energía y Minas	Español	Leyes	Quito-Ecuador	Ministerio de Energía y Minas	s/f	Primera	3	Bueno	
1625	2M-5E		L 26	F	F9		Contratos petroleros, quinta licitaciones y cesión de derechos y obligaciones	Ministerio de Energía y Minas	Español	Leyes	Quito-Ecuador	Ministerio de Energía y Minas	s/f	Primera	1	Bueno	
1626	2M-5E		L 27	F	F9		El tribunal de justicia andino	LARENAS, G.	Español	Leyes	Quito-Ecuador	Casa de la Cultura Ecuatoriana	1980	Primera	1	Bueno	
1627	2M-5E		L 28	F	F9		Ley de ejercicio profesional de la ingeniería y su reglamento. Códigos de ética	Sociedad de Ingenieros del Ecuador	Español	Leyes	Quito-Ecuador	Sociedad de Ingenieros del Ecuador	1994	Primera	2	Bueno	
1628	2M-5E		L 29	F	F9		Estatutos de la camara de minería del Ecuador	SEGARRA, G.	Español	Leyes	Quito-Ecuador	Cámara de Minería del Ecuador	1978	Primera	1	Malo	
1629	2M-5E		L 30	F	F9		Evolución del derecho constitucional ecuatoriano	BOSSANO, G.	Español	Leyes	Quito-Ecuador	Casa de la Cultura Ecuatoriana	1975	Segunda	1	Bueno	
1630	2M-5E		L 31	F	F9		Estudios internacionales	ALCIVAR, G.	Español	Leyes	Quito-Ecuador	Casa de la Cultura Ecuatoriana	1977	Primera	1	Bueno	
1631	2M-5E		L 32	F	F9		Disposiciones legales que reglamentan su funcionamiento	Empresa Colombiana de Petroleos	Español	Leyes	Bogotá-Colombia	Nacional de Colombia	1964	Primera	1	Malo	
1632	2M-5E		L 33	F	F9		Reglamentos a la ley de medio ambiente	-	Español	Leyes	La Paz-Bolivia	Gaceta Oficial de Bolivia	1996	Primera	1	Malo	
1633	2M-5E		L 34	F	F9		Textos comparativos entre ley N°126 Y PROYECTO DE LEY DE MINERÍA	Congreso Nacional del Ecuador	Español	Leyes	Quito-Ecuador	S/E	1997	Primera	2	Bueno	
1634	2M-5E		L 35	F	F9		Ley de minería marco jurídico tributario 	Price Waterhouse	Español	Leyes	Quito-Ecuador	Price Waterhouse	1997	Primera	2	Bueno	REVISAR
1635	2M-5E		L 36	F	F9		Análisis al proyecto de ley de minería 	Price Waterhouse	Español	Leyes	Quito-Ecuador	Price Waterhouse	1997	Primera	1	Bueno	REVISAR
1636	2M-5E		L 37	F	F9		Análisis de consistencia. Anteproyecto de ley de minería	Ministerio de Energía y Minas	Español	Leyes	Quito-Ecuador	LEXIS S.A	1997	Primera	2	Bueno	REVISAR
1637	2M-5E		L 38	F	F9		Legislation minere et role des autoritesresponsables	DROLET, J.	Español	Leyes	Ottawa-Canadá	S/E	1975	Primera	1	Bueno	REVISAR
1638	2M-5E		L 39	F	F9		Marco jurídico tributario	Subsecretaria de Minas	Español	Leyes	Quito-Ecuador	Price Waterhouse	1997	Primera	1	Bueno	REVISAR
1639	2M-5E		L 40	F	F9		Ley reformatoria a la ley de minería	Congreso Nacional del Ecuador	Español	Leyes	Quito-Ecuador	S/E	1997	Primera	1	Bueno	REVISAR
1640	2M-5E		L 41	F	F9		Marco legal para la industria minera. Bolivia	Secretaría Nacional de Minería	Español	Leyes	La Paz-Bolivia	S/E	s/f	Primera	1	Malo	REVISAR
1641	2M-5E		L 42	F	F9		Ley de ejercicio profesional de la ingeniería y la arquitectura	Colegio de Ingenieros de Pichincha	Español	Leyes	Quito-Ecuador	Misión Andina del Ecuador	1967	Primera	1	Malo	REVISAR
1642	2M-5E		L 43	F	F9		Ley general de minería, ley de lavaderos auríferos	Ministerio de Obras Publicas	Español	Leyes	Quito-Ecuador	S/E	1937	Primera	2	Malo	REVISAR
1643	2M-5E		L 44	F	F9		Ley de fomento minero	Ministerio de Recursos Naturales y Energeticos	Español	Leyes	Quito-Ecuador	S/E	1974	Primera	3	Malo	REVISAR
1644	2M-5E		L 45	F	F9		Ley de petroleos	Ministerio de Obras Publicas	Español	Leyes	Quito-Ecuador	Chimborazo	1937	Primera	2	Malo	REVISAR
1645	2M-5E		L 46	F	F9		Ley de transito de la republica	Ministerio de Gobierno	Español	Leyes	Quito-Ecuador	CYMA	1964	Primera	1	Malo	REVISAR
1646	2M-5E		L 47	F	F9		Estatutos de las cajas de previsión y sus reformas hasta diciembre de 1967	Instituto Nacional de Previsión	Español	Leyes	Quito-Ecuador	Caja Nacional del Seguro	1986	Primera	2	Malo	REVISAR
1647	2M-5E		L 48	F	F9		Protección de derechos humanos 	RODRIGUEZ, L.	Español	Leyes	Quito-Ecuador	Casa de la Cultura Ecuatoriana	1972	Primera	1	Bueno	REVISAR
1648	2M-5E		L 49	F	F9		La nueva política petrolera	Ministerio de Recursos Naturles y Turismo	Español	Leyes	Quito-Ecuador	S/E	1972	Primera	1	Bueno	REVISAR
1649	2M-5E		L 50	F	F9		Código de minería y sus reglamentos	Gobierno de Chile	Español	Leyes	Santiago-Chile	ZAMORANO Y CAPERAN	1941	Primera	1	Malo	REVISAR
1650	2M-5E		L 51	F	F9		Ley de hidrocarburos	Ministerio de Recursos Naturales y Turismo	Español	Leyes	Quito-Ecuador	S/E	1971	Primera	1	Bueno	REVISAR
1651	2M-5E		L 52	F	F9		Ley general de minería LIMA - PERÚ	Ministerio de Energía y Minas	Español	Leyes	Lima-Perú	El Peruano	s/f	Primera	2	Bueno	REVISAR
1652	2M-5E		L 53	F	F9		Proyectos de constitución política	Tribunal Supremo del Referendum	Español	Leyes	Quito-Ecuador	CROMOGRAF S.A	1977	Primera	1	Bueno	REVISAR
1653	2M-5E		L 54	F	F9		Estatutos del instituto de ingenieros de Chile	Ministerio de Justicia	Español	Leyes	Chile	S/E	1961	Primera	1	Bueno	REVISAR
1654	2M-5E		L 55	F	F9		Estatutos del instituto de investigaciones geológicas	Ministerio de Justicia	Español	Leyes	Chile	S/E	1957	Primera	1	Malo	REVISAR
1655	2M-5E		L 56	F	F9		Estatutos de la compañía aurífera Madre de Dios	Compañía Aurífera Madre de Dios	Español	Leyes	Santiago-Chile	S/E	1938	Primera	1	Malo	REVISAR
1656	2M-5E		L 57	F	F9		Codificación de la ley de fomento industrial y su reglamento	Dirección General de Industrias	Español	Leyes	Quito-Ecuador	S/E	1969	Primera	1	Malo	REVISAR
1657	2M-5E		L 58	F	F9		Antecedentes de Nuestra legislación del petróleo	Revista de la Escuela de Estudios Argentinos	Español	Revista	Argentina	S/E	1936	Primera	1	Malo	REVISAR
1658	2M-5E		Geg 01	D	D1	Geografía	The National Geographic Magazine	National Geographic Society	Ingles	Revista	Washington-EEUU	National Geographic	1928	Primera	1	Bueno	
1659	2M-5E		Geg 02	D	D1	Geografía	The National Geographic Magazine	National Geographic Society	Ingles	Revista	Washington-EEUU	National Geographic	1929	Primera	1	Bueno	
1660	2M-5E		Geg 03	D	D1	Geografía	The Geographical Review	American Geographical Society	Ingles	Libro	New York-EEUU	S/E	1923	Primera	1	Bueno	
1661	2M-5E		Geg 04	D	D1	Geografía	The Geographical Review	American Geographical Society	Ingles	Libro	New York-EEUU	S/E	1924	Primera	1	Bueno	
1662	2M-5E		Geg 05	D	D1	Geografía	The Geographical Review	American Geographical Society	Ingles	Libro	New York-EEUU	S/E	1926	Primera	1	Bueno	
1663	2M-5E		Geg 06	D	D1	Geografía	The Geographical Review	American Geographical Society	Ingles	Libro	New York-EEUU	S/E	1927	Primera	1	Bueno	
1664	2M-5E		Geg 07	D	D1	Geografía	The Geographical Review	American Geographical Society	Ingles	Libro	New York-EEUU	S/E	1928	Primera	1	Bueno	
1665	2M-5E		Geg 08	D	D1	Geografía	The Geographical Review	American Geographical Society	Ingles	Libro	New York-EEUU	S/E	1930	Primera	1	Bueno	
1666	2M-5E		Geg 09	D	D1	Geografía	The Geographical Review	American Geographical Society	Ingles	Libro	New York-EEUU	S/E	1931	Primera	1	Bueno	
1667	2M-5E		Geg 10	D	D1	Geografía	The Geographical Review	American Geographical Society	Ingles	Libro	New York-EEUU	S/E	1932	Primera	1	Bueno	
1668	2M-5E		Geg 11	D	D1	Geografía	The Geographical Review	American Geographical Society	Ingles	Libro	New York-EEUU	S/E	1933	Primera	1	Bueno	
1669	2M-5E		Geg 12	D	D1	Geografía	The Geographical Review	American Geographical Society	Ingles	Libro	New York-EEUU	S/E	1934	Primera	1	Bueno	
1670	2M-5E		Geg 13	D	D1	Geografía	Carta del Dr. W. Reiss sobre sus viajes a las montañas del sur de la capital	Reiss, W.	Español	Libro	Quito-Ecuador	Imprenta Nacional	1873	Primera	1	Malo	
1671	2M-5E		Geg 14	D	D1	Geografía	Revista Geografica	Insituto Geográfico Militar	Español	Revista	Quito-Ecuador	IGM	1977	Primera	1	Bueno	
1672	2M-5E		H 01	D	D1	Historia	Historia del Comercio de la Industria y de la Economía Polìtica	BOCCARDO, J.	Español	Libro	Buenos Aires-Argentina	IMPULSO	1942	Primera	1	Malo	
1673	2M-5E		H 02	D	D1	Historia	Boletín de la  Sociedad Ecuatoriana  de Estudios Históricos Americanos.  Tomo I	Sociedad Ecuatoriana de Estudios Históricos Americanos	Español	Boletin	Quito-Ecuador	S/E	1919	Primera	1	Bueno	
1674	2M-5E		H 03	D	D1	Historia	Boletín de la  Sociedad Ecuatoriana  de Estudios Históricos Americanos.  N°4	Sociedad Ecuatoriana de Estudios Históricos Americanos	Español	Boletin	Quito-Ecuador	S/E	1919	Primera	1	Bueno	
1675	2M-5E		H 04	D	D1	Historia	Boletín de la  Sociedad Ecuatoriana  de Estudios Históricos Americanos. N° 7 Y 8	Sociedad Ecuatoriana de Estudios Históricos Americanos	Español	Boletin	Quito-Ecuador	S/E	1919	Primera	1	Bueno	
1676	2M-5E		H 05	D	D1	Historia	Boletín de la  Sociedad Ecuatoriana  de Estudios Históricos Americanos.  Volumen IV, Nª 10	Sociedad Ecuatoriana de Estudios Históricos Americanos	Español	Boletin	Quito-Ecuador	S/E	1920	Primera	1	Bueno	
1677	2M-5E		H 06	D	D1	Historia	Boletín de la  Sociedad Ecuatoriana  de Estudios Históricos Americanos.  Volumen IV, Nª 11	Sociedad Ecuatoriana de Estudios Históricos Americanos	Español	Boletin	Quito-Ecuador	S/E	1920	Primera	1	Bueno	
1678	2M-5E		H 07	D	D1	Historia	Boletín de la Academia Nacional de Historia, Vol. I	Academia Nacional de Historia	Español	Boletin	Quito-Ecuador	S/E	1920	Primera	1	Malo	
1679	2M-5E		H 08	D	D1	Historia	Boletín de la Academia Nacional de Historia, Vol. II	Academia Nacional de Historia	Español	Boletin	Quito-Ecuador	S/E	1921	Primera	1	Malo	
1680	2M-5E		H 09	D	D1	Historia	Boletín de la Academia Nacional de Historia, Vol. III	Academia Nacional de Historia	Español	Boletin	Quito-Ecuador	S/E	1921	Primera	1	Malo	
1681	2M-5E		H 10	D	D1	Historia	Boletín de la Academia Nacional de Historia, Vol. IV	Academia Nacional de Historia	Español	Boletin	Quito-Ecuador	S/E	1922	Primera	1	Malo	
1682	2M-5E		H 11	D	D1	Historia	Boletín de la Academia Nacional de Historia, Vol. V	Academia Nacional de Historia	Español	Boletin	Quito-Ecuador	S/E	1923	Primera	1	Malo	
1683	2M-5E		H 12	D	D1	Historia	Boletín de la Academia Nacional de Historia, Vol. VI	Academia Nacional de Historia	Español	Boletin	Quito-Ecuador	S/E	1923	Primera	1	Malo	
1684	2M-5E		H 13	D	D1	Historia	Boletín de la Academia Nacional de Historia, Vol. VII	Academia Nacional de Historia	Español	Boletin	Quito-Ecuador	S/E	1923	Primera	1	Malo	
1685	2M-5E		H 14	D	D1	Historia	Museo Histórico, Año XXVII, Nª 55	Municipio de Quito	Español	Libro	Quito-Ecuador	S/E	1976	Primera	1	Malo	
1686	2M-5E		H 15	D	D1	Historia	Museo Histórico, Año XXVIII, Nª 56	Municipio de Quito	Español	Libro	Quito-Ecuador	S/E	1978	Primera	1	Malo	
1687	2M-5E		H 16	D	D1	Historia	Museo Histórico, Año XXXI, Nª 57	Municipio de Quito	Español	Libro	Quito-Ecuador	S/E	1980	Primera	1	Malo	
1688	2M-5E		H 17	D	D2	Historia	Biblioteca Americana. Catálogo de los Autores que han escrito de la América en diferentes Idiomas y Noticia de su vida y Patria, años en que vivieron, y Obras que escribieron. Año de 1807.  Tomo I	ALCEDO, A.	Español	Libro	Quito-Ecuador	S/E	1964	Primera	1	Malo	
1689	2M-5E		H 18	D	D2	Historia	Biblioteca Americana. Catálogo de los Autores que han escrito de la América en diferentes Idiomas y Noticia de su vida y Patria, años en que vivieron, y Obras que escribieron. Año de 1807.  Tomo II	ALCEDO, A.	Español	Libro	Quito-Ecuador	S/E	1965	Primera	1	Malo	
1690	2M-5E		H 19	D	D2	Historia	Colección de Oficios y Documentos dirigidos por las Autoridades del Departamento de Quito al Cabildo de la Ciudad 1823 - 1826, Vol. XXXV	ALCEDO, A.	Español	Libro	Quito-Ecuador	S/E	1972	Primera	1	Malo	
1691	2M-5E		H 20	D	D2	Historia	Gaceta Municipal Ilustre Minicipio de Quito, Nª 5.	Ilustre Municipio de Quito	Español	Libro	Quito-Ecuador	S/E	1991	Primera	1	Malo	
1692	2M-5E		H 21	D	D2	Historia	Gaceta Municipal Ilustre Minicipio de Quito, Nª 6	Ilustre Municipio de Quito	Español	Libro	Quito-Ecuador	S/E	1991	Primera	1	Malo	
1693	2M-5E		H 22	D	D2	Historia	Natural History Años 1921 - 1935 Vol. XXI - XXXVI	The Journal of the American Museum	Ingles	Revista	New York-EEUU	The American Museum	1921	Primera	1	Malo	
1694	2M-5E		H 23	D	D2	Historia	La litica tallada een la subregión Andina Austral del Ecuador	REINOSO, G.	Español	Libro	Cuenca-Ecuador	S/E	1976	Primera	1	Malo	
1695	2M-5E		H 24	D	D2	Historia	Ensayo de Prehistoria Americana Tiahuanacu y la América Primitiva	DIAZ ROMERO, B.	Español	Libro	La Paz-Bolivia	Arnó Hermanos	1920	Segunda	1	Malo	
1696	2M-5E		H 25	D	D2	Historia	Viaje a las misteriosas montañas de Llanganati	ANDRADE, L.	Español	Libro	Quito-Ecuador	Mercantil	1936	Primera	1	Malo	No se encuentra
1697	2M-5E		H 26	D	D2	Historia	El Ecuador en la  Independencia del  Perú, Volumen  2	LUNA TOBAR, A.	Español	Libro	Quito-Ecuador	BANCO CENTRAL	1986	Primera	1	Bueno	
1698	2M-5E		H 27	D	D2	Historia	El Ecuador en la  Independencia del  Perú, Volumen  3	LUNA TOBAR, A.	Español	Libro	Quito-Ecuador	BANCO CENTRAL	1986	Primera	1	Bueno	
1699	2M-5E		H 28	D	D2	Historia	Cuadernos de Historia y Arqueología Volumen X, Año XI	CASA DE LA CULTURA ECUATORIANA	Español	Libro	Guayaquil-Ecuador	Casa de la Cultura Ecuatoriana	1961	Primera	1	Malo	
1700	2M-5E		H 29	D	D2	Historia	El hombre prehistórico y los orígnes de la humanidad	OBERMAIER, H.,  GARCIA Y BELLIDO, Tr.	Español	Libro	Madrid-España	Revista de Occidente	1932	Primera	1	Bueno	
1701	2M-5E		H 30	D	D2	Historia	Revista geofisica número 6	Instituto Panamericano de Geografía e Historia	Español	Revista	Mexico	S/E	1977	Primera	1	Bueno	
1702	2M-5E		H 31	D	D2	Historia	Revista cartografica número 24 - 25	Instituto Panamericano de Geografía e Historia	Español	Revista	Mexico	S/E	1973	Primera	1	Bueno	
1703	2M-5E		H 32	D	D2	Historia	Revista geografica número 78	Instituto Panamericano de Geografía e Historia	Español	Revista	Mexico	S/E	1973	Primera	1	Bueno	
1704	2M-5E		H 33	D	D2	Historia	Mensaje del presidente Galo Plaza al congreso de 1950	PLAZA, G.	Español	Libro	Quito-Ecuador	Talleres Gráficos Nacionales	1950	Primera	1	Malo	
1705	2M-5E		H 34	D	D2	Historia	Esquema de diez años de labor	Corporación de Fomento de la Producción	Español	Libro	Santiago-Chile	ZIGZAG	1949	Primera	1	Malo	
1706	2M-5E		H 35	D	D2	Historia	Revista geográfica N°3	INSTITUTO GEOGRAFICO MILITAR	Español	Revista	Quito-Ecuador	S/E	1967	Primera	1	Bueno	
1707	2M-5E		H 36	D	D2	Historia	The Geographical Review	American Geographical Society	Ingles	Revista	New York-EEUU	S/E	1917	Primera	1	Bueno	
1708	2M-5E		H 37	D	D2	Historia	Mensaje que el excelentisimo señor doctor don Camilo Ponce Enriquez dirige al congreso nacional	CONGRESO NACIONAL DEL ECUADOR	Español	Libro	Quito-Ecuador	S/E	1957	Primera	1	Malo	
1709	2M-5E		H 38	D	D2	Historia	Informe anual de labores 1949	Corporación de Fomento 	Español	Informe	Quito-Ecuador	COLÓN	1950	Primera	1	Malo	
1710	2M-5E		H 39	D	D2	Historia	Informe a la nación  1949 - 1950	Urgellés, J.	Español	Informe	Quito-Ecuador	S/E	1950	Primera	1	Malo	
1711	2M-5E		H 40	D	D2	Historia	Informe a la nación 1950 - 1951	SERRANO, C.	Español	Informe	Quito-Ecuador	Fernández	1951	Primera	1	Malo	
1712	2M-5E		H 41	D	D2	Historia	Informe a la nación 1951  - 1952	JALIL, J.	Español	Informe	Quito-Ecuador	Minerva	1952	Primera	1	Malo	
1713	2M-5E		H 42	D	D2	Historia	Informe a la nación 1953 - 1954	NEBOT, J.	Español	Informe	Ecuador	LA SALLE	1954	Primera	1	Malo	
1714	2M-5E		H 43	D	D2	Historia	Informe a la nación 1954 -  1955	INTRIAGO, F.	Español	Informe	Quito-Ecuador	S/E	1955	Primera	1	Malo	
1715	2M-5E		H 44	D	D2	Historia	Informe a la nación 1955 - 1956	INTRIAGO, F.	Español	Informe	Quito-Ecuador	S/E	1956	Primera	1	Malo	
1716	2M-5E		H 45	D	D2	Historia	Informe a la nación 1956 - 1957	INTRIAGO, F.	Español	Informe	Quito-Ecuador	S/E	1957	Primera	1	Malo	
1717	2M-5E		H 46	D	D2	Historia	Informe a la nación 	MINISTERIO DE FOMENTO	Español	Informe	Quito-Ecuador	PROGRESO	1958	Primera	2	Malo	
1718	2M-5E		H 47	D	D2	Historia	Informe a la nación 	MORTENSEN, G.	Español	Informe	Quito-Ecuador	S/E	1959	Primera	3	Malo	
1719	2M-5E		H 48	D	D2	Historia	Informe a la nación 	MINISTERIO DE FOMENTO	Español	Informe	Quito-Ecuador	S/E	1960	Primera	1	Malo	
1720	2M-5E		H 49	D	D2	Historia	Informe a la nación Tomo I	SALAZAR, J.	Español	Informe	Quito-Ecuador	S/E	1962	Primera	1	Malo	
1721	2M-5E		H 50	D	D2	Historia	Informe a la nación Tomo I 1961 - 1962	YCAZA,  I.	Español	Informe	Quito-Ecuador	S/E	1962	Primera	1	Malo	
1722	2M-5E		H 51	D	D2	Historia	Informe a la nación Tomo II 1961 - 1963	YCAZA,  I.	Español	Informe	Quito-Ecuador	S/E	1962	Primera	1	Malo	
1723	2M-5E		H 52	D	D2	Historia	Informe a la nación Tomo II 	SALAZAR, J.	Español	Informe	Quito-Ecuador	S/E	1962	Primera	1	Malo	
1724	2M-5E		H 53	D	D2	Historia	Informe a la nación 	Ministerio de Industrias y Comercio	Español	Informe	Ecuador	S/E	1969	Primera	1	Malo	
1725	2M-5E		H 54	D	D2	Historia	Informe a la nación 	Ministerio de Industrias y Comercio	Español	Informe	Quito-Ecuador	S/E	1970	Primera	1	Bueno	
1726	2M-5E		H 55	D	D2	Historia	Informe a la nación Tomo I 	NEBOT, J.	Español	Informe	Quito-Ecuador	S/E	1961	Primera	1	Malo	
1727	2M-5E		H 56	D	D2	Historia	Informe a la nación Tomo II 	NEBOT, J.	Español	Informe	Quito-Ecuador	S/E	1961	Primera	1	Malo	
1728	2M-5E		H 57	D	D2	Historia	15 años de producción petrolera en el Ecuador	COLOMA, E.	Español	Libro	Quito-Ecuador	EL COMERCIO	1939	Primera	1	Malo	
1729	2M-5E		H 58	D	D2	Historia	La minería y el petroléo en el Ecuador	COLOMA, E.	Español	Libro	Quito-Ecuador	EL COMERCIO	1939	Primera	1	Malo	
1730	2M-5E		H 59	D	D2	Historia	La minería y el petroléo en el Ecuador	COLOMA, E.	Español	Libro	Quito-Ecuador	EL COMERCIO	1940	Primera	1	Malo	
1731	2M-5E		H 60	D	D2	Historia	La minería y el petroléo en el Ecuador	COLOMA, E.	Español	Libro	Quito-Ecuador	S/E	1941	Primera	1	Malo	
1732	2M-5E		H 61	D	D2	Historia	Estudios multidisciplinarios en cinco espacios prehispánicos tardíos del Ecuador.	Instituto Nacional de Patrimonio Cultutal	Español	Libro	Quito-Ecuador	INPC	2014	Primera	1	Bueno	
1733	2M-5E		H 62	D	D2	Historia	Gesta libertaria del 10 de Agosto de 1809	Archivo Nacional	Español	Libro	Quito-Ecuador	Archivo Nacional	2009	Primera	1	Bueno	
1734	2M-5E		H 63	D	D2	Historia	El Oro nueva visión historica 	ASTUDILLO, C., MORA, J.	Español	Libro	El Oro-Ecuador	S/E	2003	Primera	1	Bueno	
1735	2M-5E		H 64	D	D2	Historia	Arqueología y etnohistoria del señorío de Cancebí en Manabí central	PINO, J., HIDROVO, T.	Español	Libro	Ecuador	Mar Abierto	1996	Primera	1	Bueno	
1736	2M-5E		H 65	D	D2	Historia	Guía de identificación de bienes arqueológicos	Instituto Nacional de Patrimonio Cultutal	Español	Guía	Ecuador	Ediecuatorial	2011	Primera	1	Bueno	
1737	2M-5E		H 66	D	D2	Historia	La provincia de El Oro en 1934	MADERO, M.	Español	Libro	El Oro-Ecuador	Casa de la Cultura Ecuatoriana	s/f	Primera	1	Bueno	
1738	2M-5E		H 67	D	D2	Historia	Serie indigenas	Archivo Nacional	Español	Libro	Quito-Ecuador	Producción Gráfica	2008	Primera	1	Bueno	
1739	2M-5E		Al 01	G	G5	Historia	Nach Ecuador	KOLBERG, J.	Alemán	Libro	Alemania	Freiburg in breisgan	1897	Primera	1	Malo	
1740	2M-5E		Al 02	G	G5	Historia	Zement: Herstellung una eigenschaften	KEIL, F.	Alemán	Libro	Alemania	Springer Print Studio	1971	Primera	1	Bueno	
1741	2M-5E		Al 03	G	G5	Historia	Als robinson auf Galapagos	RITRER, F.	Alemán	Libro	Alemania	Grethlein & CO	1935	Primera	1	Malo	
1742	2M-5E		Al 04	G	G5	Historia	Tafel zum bestimmen der minerale nach Äuberen Kennzeichen	PHILIPSBORN, H.	Alemán	Libro	Alemania	Schweizerbart´sche Verlagsbuchhandlung	1967	Primera	1	Bueno	
1743	2M-5E		Al 05	G	G5	Historia	Fernerkundung der erde	KRONBERG, P.	Alemán	Libro	Alemania	Ferdinand Enke Verlag Stuttgart	1985	Primera	1	Bueno	
1744	2M-5E		Al 06	G	G5	Historia	Statische methoden für erdwissenschaftler	MARSAL, D.	Alemán	Libro	Alemania	Schweizerbart´sche Verlagsbuchhandlung	1979	Primera	1	Bueno	
1745	2M-5E		Al 07	G	G5	Historia	Schwermineralanalyse	BOENIGK, W.	Alemán	Libro	Alemania	Ferdinand Enke Verlag Stuttgart	1983	Primera	1	Bueno	
1746	2M-5E		Al 08	G	G5	Historia	Dilatometerkurvenatlas der tonmineralrohstoffe	SCHOMBUG, J., STÖRR, M.	Alemán	Libro	Alemania	Akademie Verlag 	1988	Primera	1	Bueno	
1747	2M-5E		Al 09	G	G6	Historia	Rechnen für lagerstättenkundler und rohstoffwirtschaftler	FRIEDRICH  WILHELM, W.	Alemán	Libro	Alemania	Verlag Ellen Pilger	1985	Primera	1	Bueno	
1748	2M-5E		Al 10	G	G6	Historia	Bruchhafte verformung. Erscheinungsbild und deutung mit ubungsaufgaben	KRAUSSE, H., PILGER, A., REIMER, V., SCHONFELD, M.	Alemán	Libro	Alemania	Verlag Ellen Pilger	1982	Primera	1	Bueno	
1749	2M-5E		Al 11	G	G6	Historia	Einfurung in die tektonischen arbeitsmethoden	FLICK, H., QUADE, H., STACHE, G.	Alemán	Libro	Alemania	Verlag Ellen Pilger	1985	Primera	1	Bueno	
1750	2M-5E		Al 12	G	G6	Historia	Statistische methoden in der Tektonik 1	ADLER, R., FENCHEL, W., PILGER, A.	Alemán	Libro	Alemania	Verlag Ellen Pilger	1984	Primera	1	Bueno	
